image_path,label
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(3).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(23).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(51).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(48).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(72).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(59).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(28).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(57).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(63).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(84).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(58).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(4).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(74).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(9).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(41).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(7).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(76).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(46).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(32).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(79).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(78).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(5).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(3).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(20).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(62).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(71).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(31).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(24).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(9).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(47).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(31).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(58).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(87).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(12).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(71).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(30).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(10).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(80).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(17).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(98).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(79).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(9).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(37).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(66).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(12).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(101).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(90).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(12).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(29).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(34).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(68).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(19).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(72).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(13).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(74).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(40).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(47).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(74).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(93).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(8).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(54).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(26).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(56).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(61).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(6).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(39).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(88).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(53).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(75).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(37).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(4).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(57).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(38).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(31).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(43).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(20).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(78).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(11).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(48).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(7).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(93).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(1).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(51).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(37).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(87).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(60).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(77).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(86).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(42).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(82).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(76).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(38).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(50).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(30).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(25).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(14).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(22).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(4).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(56).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(3).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(49).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(6).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(27).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(55).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(61).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(40).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(87).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(50).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(61).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(96).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(91).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(19).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(48).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(95).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(68).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(103).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(11).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(92).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(96).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(3).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(17).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(15).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(41).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(68).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(33).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(21).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(34).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(58).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(77).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(66).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(33).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(44).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(55).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(32).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(10).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(20).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(17).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(82).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(41).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(76).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(15).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(36).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(22).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(38).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(12).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(67).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(13).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(82).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(47).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(99).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(75).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(42).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(57).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(61).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(8).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(21).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(70).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(28).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(52).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(28).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(89).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(4).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(39).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(31).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(79).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(49).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(38).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(54).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(27).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(54).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(18).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Cercospora Leaf Blight\CLB(42).jpg,1
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(98).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(55).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(64).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Sudden Death Syndrome\SDS(64).jpg,4
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(70).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Healthy\HEALTHY(5).jpg,2
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(2).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(84).jpg,0
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(20).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Rust\RUST(45).jpg,3
C:\Users\sasmi\Desktop\folders\Soyabean_Disease_Detection\data\raw\soyabean_dataset\Bacterial Blight\BB(18).jpg,0
